Text,Sentiment,Emotion,text_length,word_count
ইন্না লিল্লাহি ওয়া ইন্না ইলাহি রাজিউন।শান্তনা দেবার মতো ভাষা জানা নেই। শুধু এটুকুই বলতে পারি ধৈর্য্য ধারণ করে দাদির জন্য বেশি বেশি দোয়া করবেন।। আল্লাহ তায়ালা যেন তাকে জান্নাতুল ফেরদাউস দান করেন আমীন।।,Negative,Unbiased,203,33
"কিছু কথা বলার আগে ১০০ বার চিন্তা করবেন। আপনি কি বলতেছেন.....? দেহ দেখানো ভালো কাজ না। দেহ দেখাইতে দেখাইতে এমন অবস্থা হইছে,আল্লাহর কথাই ভুলে গেছেন। এই দেহ দেখানো বন্ধ করেন, আর আল্লাহর কথা চিন্তা করেন,দেখবেন পরকাল বিশ্বাস হবে ইনশাআল্লাহ।",Negative,Unbiased,235,39
"সবকিছুর একজন মালিক থাকে,, এবং আমাদেরও সৃষ্টির একজন মালিক রয়েছে, এটা তো সহজ হিসাব, সবাই সবাই সৃষ্টিকরতার দেখানো পথে চলে আসুন",Neutral,Creepy,123,21
সবি এপ লিংক কেন ভাই!,Neutral,Unbiased,20,5
"বড় দোষ বাংলাদেশের মোল্লাদের,  মরণের পর যদি এদের জানাজা না করতো তাহলে উচিৎ বিচার হতো,  কিন্তু কত নাস্তিকে জানাজা এরা করল।",Neutral,Unbiased,120,21
"ইসলাম যে কোন কাজের ধর্ম না তা সাফা কবিরের প্রফাইলে কমেন্ট সেকশান পড়লেই বোঝা হয়ে যায়। ইসলাম ভেড়া বানাইতে পারে সুন্দর, মানুষ বানাইতে পারে না।",Neutral,Unbiased,139,25
"উনার মত  একজন  বীর যোদ্ধার মৃতকতে জাতি শোকাহত, উনার আত্মার মাগফেরাত কামনা করছি",Neutral,Unbiased,78,13
ঘরের মেশিনডারেও ওর মত অসুস্থ বানাইতাছে,Neutral,Unbiased,38,6
"সেন্স অব হিউমার -আপনি বলিউড একটি সিনেমার অফার পেলেন,আর বাংলা টেলিফিল্ম ২টার কোনটা বেছে নিবেন।",Neutral,Unbiased,93,15
"কি দরকার ছিলো এত্ত ভাব নেয়ার ?বেশি ভাব নিতে গিয়া এখন বিপদে পরছে ।আল্লাহ্ আপনাকে হেদায়েত দান করুক,, আমিন।।",Neutral,Unbiased,106,19
অামি অামার ভোট দিতে পারি নাই,Neutral,Unbiased,28,6
বর্তমানে প্রিয়া সাহা যে মতামত দিয়েছে সে মতামত অনুযায়ী বোঝা যাচ্ছে যে সে প্রধানমন্ত্রী কে ও কাঠগড়ায় দাঁড় করিয়েছে? দূরন্ত এই প্রিয়া সাহা জানিনা এই সরকার তার বিচার করবে কিনা?,Neutral,Unbiased,179,30
সংগ্রামী লাল সালাম,Neutral,Unbiased,18,3
লীগের ছাগলগুলা ম্যা ম্যা করতাসে কিছু কমেন্টে,Neutral,Unbiased,44,7
বাংলাদেশ রিমান্ডে,Neutral,Unbiased,17,2
বাংলাদেশ জিন্দাবাদ❤❤❤,Neutral,Unbiased,21,2
বাংলাদেশ জিন্দাবাদ বিএনপি জিন্দাবাদ,Neutral,Unbiased,35,4
বাকশাল নিপাত যাক,Neutral,Unbiased,16,3
দেশ বাঁচাওমানুষ বাঁচাও,Neutral,Unbiased,22,3
দলে থেকে দলের ক্ষতি যারা করেলাথি মেরে বের করে দেন,Neutral,Unbiased,49,10
এমন সুন্দর একটা ছবি তে যখন হাহা হা রিয়েক্ট দেখা যায় অনেক তখন বোঝায় যায় তার জনপ্রিয়তা,Neutral,Unbiased,84,17
মানুষ ভুল করবে এটাই স্বাভাবিক....সেটা বিচার করার মালিক একমাত্র আল্লাহ্ তায়ালা... এতে বাজে ভাষায় গালি দিয়ে নিজেই পাপের খাতায়  কেউ নাম লিখাবেন নাকি!!,Neutral,Creepy,147,23
আমার প্রিয় খেলোয়াড়,Strongly Positive,Unbiased,18,3
সাব্বস হিরো আলম,Strongly Positive,Unbiased,15,3
জায়েদ খানের চেয়ে হিরো আলম কে বেশি সুন্দর লাগে,Strongly Positive,Unbiased,47,9
তর সাহস আছেন বলতে হবে,Negative,Unbiased,21,5
তোরে ফাসি দেওয়া উচিত...,Strongly Negative,Creepy,23,4
আজ থেকে সাফার নাটক বয়কট করলাম....,Strongly Negative,Creepy,33,6
জুতাপেটা করা দরকার শালিরে,Strongly Negative,Creepy,25,4
অপরাধ টা যখন জঘন্য... তখন  সরি বলাটা বেমানান! অনেকটা গরু মেরে জুতা দান এর মত।,Strongly Negative,Creepy,77,15
